Customer_ID,Age,Gender,State,Education_Level,Annual_Income,Credit_Limit,Avg_Monthly_Spend,Num_Late_Payments,Credit_Utilization_Rate,Employment_Type,Credit_Score
USCUST101261,53,Female,Michigan,Master’s Degree,61671,17340,1157,3,0.8,Full-Time,461
USCUST101262,24,Female,Pennsylvania,High School,28136,6759,612,2,1.09,Part-Time,372
USCUST101263,42,Male,Illinois,Master’s Degree,52293,11174,1388,1,1.49,Full-Time,305
USCUST101264,22,Female,California,Master’s Degree,25357,6772,619,4,1.1,Part-Time,306
USCUST101265,30,Male,Texas,Doctorate,34902,13097,625,4,0.57,Part-Time,473
USCUST101266,25,Male,North Carolina,High School,30000,7023,740,3,1.26,Part-Time,300
USCUST101267,30,Male,Michigan,Associate Degree,39451,10136,671,2,0.79,Part-Time,471
USCUST101268,53,Female,Florida,Doctorate,57596,16837,925,2,0.66,Full-Time,529
USCUST101269,74,Male,Georgia,High School,94417,20905,2117,0,1.22,Retired,459
USCUST101270,58,Male,Pennsylvania,Bachelor’s Degree,74192,23269,1293,0,0.67,Full-Time,604
USCUST101271,33,Female,Michigan,Bachelor’s Degree,42193,7217,766,3,1.27,Part-Time,300
USCUST101272,51,Male,Texas,Bachelor’s Degree,57085,13107,1425,1,1.3,Full-Time,365
USCUST101273,67,Female,Illinois,Associate Degree,69059,16190,1627,3,1.21,Retired,347
USCUST101274,56,Female,Florida,Master’s Degree,70334,18115,1356,0,0.9,Full-Time,530
USCUST101275,65,Female,Illinois,Associate Degree,79219,11995,1113,1,1.11,Full-Time,445
USCUST101276,44,Female,New York,Bachelor’s Degree,57219,18174,1016,1,0.67,Full-Time,555
USCUST101277,72,Male,Illinois,Bachelor’s Degree,81356,22023,2353,1,1.28,Retired,396
USCUST101278,35,Male,Pennsylvania,Associate Degree,44660,13672,1110,3,0.97,Part-Time,392
USCUST101279,49,Male,California,High School,63966,21150,1712,1,0.97,Full-Time,472
USCUST101280,28,Male,Ohio,Doctorate,33333,7098,729,4,1.23,Part-Time,300
USCUST101281,25,Female,Ohio,Bachelor’s Degree,31042,3889,601,5,1.85,Part-Time,300
USCUST101282,49,Male,North Carolina,Bachelor’s Degree,60671,18645,1492,0,0.96,Full-Time,502
USCUST101283,67,Female,Florida,Master’s Degree,74896,17651,1960,1,1.33,Retired,375
USCUST101284,24,Male,California,High School,30074,5814,566,2,1.17,Part-Time,349
USCUST101285,32,Male,Florida,Bachelor’s Degree,43591,12153,778,2,0.77,Part-Time,483
USCUST101286,65,Female,California,High School,78144,29161,1132,0,0.47,Full-Time,668
USCUST101287,22,Male,Pennsylvania,Bachelor’s Degree,23185,5670,411,3,0.87,Unemployed,402
USCUST101288,47,Male,California,High School,53170,15821,1255,2,0.95,Full-Time,437
USCUST101289,51,Female,New York,Master’s Degree,52124,10457,956,4,1.1,Full-Time,333
USCUST101290,71,Male,California,Bachelor’s Degree,94360,15631,2332,3,1.79,Retired,300
USCUST101291,71,Male,California,Associate Degree,90625,26797,2630,2,1.18,Retired,407
USCUST101292,56,Male,Michigan,Associate Degree,64392,17856,1348,0,0.91,Full-Time,522
USCUST101293,56,Female,Michigan,High School,59258,13434,1230,1,1.1,Full-Time,429
USCUST101294,46,Female,Illinois,Master’s Degree,51366,17223,1187,1,0.83,Full-Time,503
USCUST101295,63,Male,Texas,High School,71578,11579,1319,5,1.37,Full-Time,300
USCUST101296,47,Male,North Carolina,Bachelor’s Degree,56914,10728,1032,1,1.15,Full-Time,410
USCUST101297,25,Male,North Carolina,High School,30189,6727,551,1,0.98,Part-Time,435
USCUST101298,40,Female,North Carolina,Doctorate,53365,12390,857,3,0.83,Full-Time,444
USCUST101299,31,Male,Illinois,Bachelor’s Degree,35052,11331,861,2,0.91,Part-Time,431
USCUST101300,30,Female,California,High School,31475,7946,590,6,0.89,Part-Time,314
USCUST101301,60,Female,California,Bachelor’s Degree,65058,15636,1656,1,1.27,Full-Time,383
USCUST101302,58,Male,North Carolina,Doctorate,69466,12955,1600,4,1.48,Full-Time,300
USCUST101303,26,Female,North Carolina,Bachelor’s Degree,29305,8918,607,1,0.82,Part-Time,484
USCUST101304,28,Female,Florida,Bachelor’s Degree,32782,6332,793,4,1.5,Part-Time,300
USCUST101305,43,Female,New York,Associate Degree,49647,9247,839,5,1.09,Full-Time,303
USCUST101306,67,Female,Pennsylvania,High School,87034,20016,1530,0,0.92,Retired,541
USCUST101307,46,Female,Georgia,High School,52499,13553,1249,2,1.11,Full-Time,390
USCUST101308,66,Male,Ohio,Bachelor’s Degree,76709,16415,896,1,0.66,Retired,580
USCUST101309,63,Female,Pennsylvania,Master’s Degree,80118,22861,1674,1,0.88,Full-Time,516
USCUST101310,32,Female,Texas,Master’s Degree,36592,8630,852,0,1.18,Part-Time,411
USCUST101311,46,Female,New York,Master’s Degree,57146,17294,1502,2,1.04,Full-Time,414
USCUST101312,33,Female,Ohio,High School,40693,11200,1104,2,1.18,Part-Time,355
USCUST101313,60,Female,Georgia,Master’s Degree,72850,24737,1478,3,0.72,Full-Time,497
USCUST101314,38,Male,California,Bachelor’s Degree,41289,9409,992,2,1.27,Part-Time,331
USCUST101315,45,Male,Texas,Bachelor’s Degree,59533,17395,1040,0,0.72,Full-Time,574
USCUST101316,53,Female,Pennsylvania,Bachelor’s Degree,75369,12108,1430,0,1.42,Full-Time,380
USCUST101317,67,Male,Florida,High School,80459,31747,2134,0,0.81,Retired,568
USCUST101318,60,Female,Illinois,High School,65721,19039,1358,1,0.86,Full-Time,508
USCUST101319,63,Male,Pennsylvania,Bachelor’s Degree,75783,17822,1629,2,1.1,Full-Time,416
USCUST101320,32,Male,Georgia,High School,41567,9853,687,2,0.84,Part-Time,460
USCUST101321,64,Female,Georgia,Bachelor’s Degree,72862,17315,1646,2,1.14,Full-Time,400
USCUST101322,56,Female,New York,Associate Degree,66478,22735,1593,0,0.84,Full-Time,544
USCUST101323,68,Female,Illinois,Master’s Degree,83916,24749,2001,1,0.97,Retired,492
USCUST101324,24,Female,California,Master’s Degree,31687,7219,500,1,0.83,Part-Time,482
USCUST101325,25,Male,Georgia,Doctorate,31938,6006,798,2,1.59,Part-Time,300
USCUST101326,57,Female,Georgia,Master’s Degree,73056,22633,1218,2,0.65,Full-Time,549
USCUST101327,28,Male,New York,Doctorate,32406,9460,671,2,0.85,Part-Time,447
USCUST101328,62,Female,Texas,Bachelor’s Degree,76891,21938,1083,2,0.59,Full-Time,569
USCUST101329,69,Female,California,Doctorate,77818,19128,1563,1,0.98,Retired,483
USCUST101330,48,Male,Illinois,Bachelor’s Degree,61658,14490,1026,0,0.85,Full-Time,536
USCUST101331,51,Female,California,Master’s Degree,67071,22419,1271,2,0.68,Full-Time,532
USCUST101332,29,Female,Pennsylvania,High School,36404,12337,767,7,0.75,Part-Time,332
USCUST101333,74,Male,Pennsylvania,Bachelor’s Degree,86081,24275,2090,4,1.03,Retired,386
USCUST101334,71,Male,Pennsylvania,Master’s Degree,83753,24999,2021,2,0.97,Retired,462
USCUST101335,49,Female,North Carolina,Bachelor’s Degree,67651,17711,750,1,0.51,Full-Time,615
USCUST101336,34,Male,Florida,High School,39607,7188,937,3,1.56,Part-Time,300
USCUST101337,60,Female,North Carolina,Bachelor’s Degree,78299,15739,1698,0,1.29,Full-Time,419
USCUST101338,61,Male,California,Bachelor’s Degree,75267,23130,1392,2,0.72,Full-Time,528
USCUST101339,42,Female,California,Master’s Degree,48996,15369,841,0,0.66,Full-Time,582
USCUST101340,31,Male,Florida,Bachelor’s Degree,33031,9998,679,2,0.81,Part-Time,458
USCUST101341,43,Male,Pennsylvania,High School,52509,14035,1144,2,0.98,Full-Time,429
USCUST101342,21,Male,California,Master’s Degree,25391,7733,568,5,0.88,Part-Time,340
USCUST101343,66,Female,Illinois,Master’s Degree,91123,22515,1823,0,0.97,Retired,529
USCUST101344,57,Female,New York,Associate Degree,63496,17846,655,2,0.44,Full-Time,601
USCUST101345,41,Female,North Carolina,Master’s Degree,58608,14052,1100,2,0.94,Full-Time,446
USCUST101346,46,Male,Illinois,Associate Degree,56942,11226,905,0,0.97,Full-Time,496
USCUST101347,66,Male,Illinois,Associate Degree,81693,23954,2401,1,1.2,Retired,420
USCUST101348,56,Male,Michigan,Master’s Degree,63878,20042,1346,4,0.81,Full-Time,432
USCUST101349,74,Male,Ohio,Master’s Degree,91128,34054,2179,0,0.77,Retired,590
USCUST101350,43,Female,Florida,Associate Degree,53634,14116,1259,0,1.07,Full-Time,462
USCUST101351,21,Male,Florida,High School,27168,5368,601,1,1.34,Part-Time,324
USCUST101352,74,Male,Pennsylvania,High School,81560,19050,1557,0,0.98,Retired,517
USCUST101353,71,Female,Texas,Master’s Degree,95188,23150,1767,0,0.92,Retired,550
USCUST101354,60,Female,California,Master’s Degree,74168,19092,920,2,0.58,Full-Time,570
USCUST101355,35,Male,New York,Bachelor’s Degree,44128,12070,945,1,0.94,Part-Time,462
USCUST101356,41,Male,Georgia,Associate Degree,48294,12949,1066,0,0.99,Full-Time,481
USCUST101357,67,Male,Texas,Associate Degree,74181,21427,1530,1,0.86,Retired,517
USCUST101358,29,Female,California,Master’s Degree,35010,9098,750,3,0.99,Part-Time,378
USCUST101359,73,Male,Texas,Associate Degree,88967,12342,1406,1,1.37,Retired,378
USCUST101360,29,Male,Pennsylvania,Bachelor’s Degree,30782,8045,603,1,0.9,Part-Time,460
USCUST101361,30,Male,Pennsylvania,Bachelor’s Degree,38379,9761,695,3,0.85,Part-Time,422
USCUST101362,72,Female,Ohio,High School,93574,25968,2208,1,1.02,Retired,487
USCUST101363,73,Male,New York,Associate Degree,82273,19081,1728,2,1.09,Retired,426
USCUST101364,46,Female,North Carolina,Associate Degree,50496,13188,917,0,0.83,Full-Time,530
USCUST101365,61,Female,Florida,Bachelor’s Degree,71351,19822,1438,1,0.87,Full-Time,510
USCUST101366,55,Female,Illinois,Master’s Degree,66131,16003,1091,1,0.82,Full-Time,520
USCUST101367,72,Female,Michigan,Bachelor’s Degree,84497,23979,1644,2,0.82,Retired,507
USCUST101368,45,Female,Michigan,High School,53725,13619,1249,1,1.1,Full-Time,423
USCUST101369,46,Male,Pennsylvania,Associate Degree,56218,14494,859,1,0.71,Full-Time,542
USCUST101370,31,Male,Michigan,High School,32958,3423,678,0,2.38,Part-Time,300
USCUST101371,58,Female,Illinois,High School,62330,12017,1103,3,1.1,Full-Time,371
USCUST101372,22,Female,New York,Bachelor’s Degree,20410,3937,311,3,0.95,Unemployed,376
USCUST101373,27,Male,New York,Doctorate,34944,9113,999,3,1.32,Part-Time,300
USCUST101374,38,Female,Illinois,Master’s Degree,45657,14317,1189,0,1.0,Full-Time,476
USCUST101375,47,Male,Pennsylvania,Master’s Degree,61324,14967,1124,1,0.9,Full-Time,490
USCUST101376,54,Male,Florida,Bachelor’s Degree,58656,17151,1151,3,0.81,Full-Time,457
USCUST101377,47,Female,North Carolina,Master’s Degree,56514,15960,701,1,0.53,Full-Time,598
USCUST101378,37,Male,Florida,Master’s Degree,45194,11614,641,4,0.66,Full-Time,456
USCUST101379,63,Male,New York,Bachelor’s Degree,72060,20083,1162,1,0.69,Full-Time,563
USCUST101380,64,Male,California,Associate Degree,66858,17536,1383,1,0.95,Full-Time,482
USCUST101381,71,Female,Michigan,High School,97595,23704,1986,2,1.01,Retired,465
USCUST101382,74,Male,Georgia,Bachelor’s Degree,99154,26727,2202,3,0.99,Retired,442
USCUST101383,44,Male,Pennsylvania,Master’s Degree,51119,16477,1209,4,0.88,Full-Time,396
USCUST101384,45,Male,Georgia,Bachelor’s Degree,56296,15404,1238,1,0.96,Full-Time,466
USCUST101385,27,Female,Georgia,High School,31091,8111,507,4,0.75,Part-Time,416
USCUST101386,72,Female,Michigan,Bachelor’s Degree,79233,16332,1757,1,1.29,Retired,391
USCUST101387,26,Female,Florida,Bachelor’s Degree,35950,11532,844,3,0.88,Part-Time,412
USCUST101388,73,Female,Illinois,Master’s Degree,75515,13566,1438,0,1.27,Retired,423
USCUST101389,44,Male,California,High School,51543,8488,677,2,0.96,Full-Time,434
USCUST101390,53,Male,Michigan,Bachelor’s Degree,64046,17201,1650,1,1.15,Full-Time,418
USCUST101391,69,Male,Michigan,Bachelor’s Degree,94193,19400,1997,2,1.24,Retired,393
USCUST101392,49,Male,Georgia,Doctorate,63193,19239,586,2,0.37,Full-Time,623
USCUST101393,63,Female,Florida,Bachelor’s Degree,65064,10788,1916,0,2.13,Full-Time,300
USCUST101394,42,Female,Illinois,Master’s Degree,50388,15020,949,3,0.76,Full-Time,462
USCUST101395,46,Female,Florida,High School,55296,16093,1713,6,1.28,Full-Time,300
USCUST101396,48,Male,New York,High School,56503,14459,1265,1,1.05,Full-Time,441
USCUST101397,70,Female,Illinois,Associate Degree,88338,12810,1765,1,1.65,Retired,300
USCUST101398,41,Female,California,Bachelor’s Degree,43422,7114,937,1,1.58,Part-Time,300
USCUST101399,69,Male,Michigan,Associate Degree,79980,20954,1429,1,0.82,Retired,534
USCUST101400,27,Male,Florida,High School,33692,8030,710,3,1.06,Part-Time,355
USCUST101401,37,Male,North Carolina,Bachelor’s Degree,46914,13434,1370,1,1.22,Full-Time,379
USCUST101402,40,Female,Ohio,Bachelor’s Degree,48597,11983,830,3,0.83,Full-Time,439
USCUST101403,61,Male,New York,Bachelor’s Degree,71440,17305,1647,2,1.14,Full-Time,398
USCUST101404,69,Female,Texas,High School,81972,10548,1461,1,1.66,Retired,300
USCUST101405,40,Female,Michigan,Master’s Degree,50961,14835,1025,4,0.83,Full-Time,412
USCUST101406,74,Male,Georgia,Bachelor’s Degree,89050,19372,2588,0,1.6,Retired,338
USCUST101407,42,Female,Texas,Associate Degree,46024,10589,1059,2,1.2,Full-Time,355
USCUST101408,48,Female,California,Bachelor’s Degree,51679,10155,1237,1,1.46,Full-Time,313
USCUST101409,60,Male,Ohio,Associate Degree,63062,10908,1332,0,1.47,Full-Time,353
USCUST101410,69,Female,New York,Bachelor’s Degree,92843,30044,2976,1,1.19,Retired,436
USCUST101411,27,Female,Texas,Associate Degree,34580,10020,583,4,0.7,Part-Time,435
USCUST101412,21,Female,Ohio,Master’s Degree,24976,7258,355,2,0.59,Unemployed,518
USCUST101413,52,Male,Pennsylvania,Doctorate,60040,14360,1672,2,1.4,Full-Time,310
USCUST101414,33,Female,Florida,High School,37706,6149,725,3,1.41,Part-Time,300
USCUST101415,50,Male,Michigan,High School,65466,23247,1475,2,0.76,Full-Time,507
USCUST101416,43,Male,Pennsylvania,High School,59789,16209,1673,3,1.24,Full-Time,328
USCUST101417,71,Female,North Carolina,Bachelor’s Degree,80901,20778,1828,1,1.06,Retired,464
USCUST101418,39,Male,Texas,High School,51239,11889,1543,2,1.56,Full-Time,300
USCUST101419,52,Female,New York,Master’s Degree,62545,9242,1338,1,1.74,Full-Time,300
USCUST101420,50,Male,California,Associate Degree,58937,18098,1053,1,0.7,Full-Time,549
USCUST101421,49,Male,New York,Bachelor’s Degree,66170,13043,729,0,0.67,Full-Time,594
USCUST101422,69,Female,Michigan,Bachelor’s Degree,82729,22943,1827,2,0.96,Retired,466
USCUST101423,65,Male,Michigan,Master’s Degree,79926,23061,920,1,0.48,Full-Time,636
USCUST101424,49,Female,Ohio,High School,60016,16006,1331,3,1.0,Full-Time,400
USCUST101425,50,Female,Illinois,Bachelor’s Degree,51872,14186,1396,3,1.18,Full-Time,337
USCUST101426,36,Female,Georgia,Bachelor’s Degree,44238,14036,918,2,0.78,Part-Time,478
USCUST101427,60,Female,Illinois,Bachelor’s Degree,68623,14436,1484,1,1.23,Full-Time,398
USCUST101428,39,Female,California,Associate Degree,41257,10653,1016,3,1.14,Part-Time,337
USCUST101429,38,Male,Illinois,High School,43634,10417,1030,1,1.19,Part-Time,387
USCUST101430,21,Female,Pennsylvania,Bachelor’s Degree,24096,3807,618,2,1.95,Unemployed,300
USCUST101431,34,Female,New York,Master’s Degree,44301,11709,919,0,0.94,Part-Time,491
USCUST101432,71,Female,Texas,High School,77647,24269,889,3,0.44,Retired,585
USCUST101433,67,Female,New York,Associate Degree,75108,23945,1932,2,0.97,Retired,454
USCUST101434,70,Male,Pennsylvania,High School,85647,29366,1699,2,0.69,Retired,547
USCUST101435,22,Male,Texas,Bachelor’s Degree,23483,3788,403,1,1.28,Unemployed,340
USCUST101436,74,Male,Ohio,Master’s Degree,83923,27814,1865,0,0.8,Retired,572
USCUST101437,48,Male,Florida,Bachelor’s Degree,49610,12860,1072,2,1.0,Full-Time,419
USCUST101438,69,Female,New York,Associate Degree,89148,29421,1578,2,0.64,Retired,566
USCUST101439,70,Female,Georgia,High School,81890,18856,1267,2,0.81,Retired,509
USCUST101440,50,Female,Illinois,Master’s Degree,59920,13389,1365,0,1.22,Full-Time,422
USCUST101441,58,Female,Florida,Associate Degree,74912,14176,1295,0,1.1,Full-Time,476
USCUST101442,71,Female,North Carolina,High School,80071,23124,1706,1,0.89,Retired,514
USCUST101443,24,Female,New York,Bachelor’s Degree,28051,7734,628,3,0.97,Part-Time,375
USCUST101444,21,Female,North Carolina,High School,22981,4461,571,3,1.54,Unemployed,300
USCUST101445,28,Female,Illinois,Master’s Degree,30636,4343,908,2,2.5,Part-Time,300
USCUST101446,49,Female,Texas,High School,54289,14699,1184,1,0.97,Full-Time,464
USCUST101447,59,Female,Pennsylvania,Associate Degree,67894,18769,1294,0,0.83,Full-Time,549
USCUST101448,23,Male,New York,Associate Degree,26714,5360,741,1,1.66,Part-Time,300
USCUST101449,52,Male,Texas,Bachelor’s Degree,63900,12179,1610,3,1.59,Full-Time,300
USCUST101450,30,Female,California,Bachelor’s Degree,33326,9424,717,2,0.91,Part-Time,429
USCUST101451,30,Female,Texas,Master’s Degree,36958,12669,806,1,0.76,Part-Time,507
USCUST101452,39,Male,Ohio,Bachelor’s Degree,48691,10967,1019,1,1.11,Full-Time,414
USCUST101453,66,Female,Georgia,High School,76112,15680,1637,0,1.25,Retired,430
USCUST101454,54,Female,North Carolina,High School,60454,16016,1233,1,0.92,Full-Time,483
USCUST101455,53,Female,New York,Doctorate,64050,18046,1074,4,0.71,Full-Time,459
USCUST101456,43,Female,Pennsylvania,Associate Degree,50727,11757,1058,1,1.08,Full-Time,426
USCUST101457,48,Female,Texas,Bachelor’s Degree,58657,20603,1651,3,0.96,Full-Time,410
USCUST101458,52,Male,Pennsylvania,Master’s Degree,70563,20822,1230,2,0.71,Full-Time,527
USCUST101459,70,Female,North Carolina,High School,84480,19509,1664,3,1.02,Retired,417
USCUST101460,27,Male,California,Bachelor’s Degree,30674,5226,525,3,1.21,Part-Time,309
USCUST101461,49,Female,Michigan,Associate Degree,54434,17199,1396,1,0.97,Full-Time,462
USCUST101462,28,Female,Georgia,Associate Degree,31213,9663,758,1,0.94,Part-Time,448
USCUST101463,21,Female,Ohio,High School,22128,5197,343,1,0.79,Unemployed,484
USCUST101464,23,Male,Ohio,Master’s Degree,29745,7957,369,3,0.56,Part-Time,502
USCUST101465,44,Male,Georgia,Associate Degree,42973,10419,1050,3,1.21,Part-Time,320
USCUST101466,43,Female,Michigan,High School,53698,14822,819,2,0.66,Full-Time,524
USCUST101467,28,Male,Georgia,High School,31169,6194,756,2,1.46,Part-Time,300
USCUST101468,74,Male,New York,High School,85008,16289,1544,0,1.14,Retired,473
USCUST101469,67,Male,Pennsylvania,Master’s Degree,74383,21611,1765,0,0.98,Retired,510
USCUST101470,57,Female,New York,Associate Degree,76641,22753,1738,3,0.92,Full-Time,441
USCUST101471,23,Male,Michigan,Master’s Degree,27637,6231,513,3,0.99,Part-Time,371
USCUST101472,71,Male,North Carolina,Master’s Degree,90811,19301,1559,1,0.97,Retired,500
USCUST101473,53,Male,Illinois,Master’s Degree,70492,21667,1637,3,0.91,Full-Time,438
USCUST101474,48,Female,Georgia,Associate Degree,58384,12508,1047,0,1.0,Full-Time,487
USCUST101475,67,Male,North Carolina,Associate Degree,72389,18297,1842,2,1.21,Retired,379
USCUST101476,28,Male,Texas,Bachelor’s Degree,32982,8127,572,2,0.84,Part-Time,449
USCUST101477,54,Female,Illinois,Associate Degree,60791,10739,1355,1,1.51,Full-Time,306
USCUST101478,55,Female,Florida,Bachelor’s Degree,63230,16414,1214,1,0.89,Full-Time,496
USCUST101479,52,Female,Georgia,High School,61907,15768,1291,2,0.98,Full-Time,437
USCUST101480,44,Male,Florida,Doctorate,52209,13992,935,2,0.8,Full-Time,481
USCUST101481,34,Female,Ohio,High School,42201,10884,847,1,0.93,Part-Time,462
USCUST101482,52,Female,Florida,High School,65297,23296,663,2,0.34,Full-Time,632
USCUST101483,66,Male,California,Bachelor’s Degree,78314,24127,1366,2,0.68,Retired,544
USCUST101484,63,Female,California,High School,78141,19686,1436,2,0.88,Full-Time,485
USCUST101485,36,Male,California,High School,41222,10573,846,6,0.96,Part-Time,303
USCUST101486,24,Female,California,High School,31955,10806,837,2,0.93,Part-Time,423
USCUST101487,72,Female,Illinois,High School,82328,24134,1475,2,0.73,Retired,532
USCUST101488,57,Male,Pennsylvania,Associate Degree,75223,14183,2010,2,1.7,Full-Time,300
USCUST101489,74,Male,California,Associate Degree,77877,23164,1342,0,0.7,Retired,599
USCUST101490,41,Male,Pennsylvania,Bachelor’s Degree,47640,14870,772,4,0.62,Full-Time,470
USCUST101491,34,Male,Pennsylvania,Associate Degree,39674,13127,515,4,0.47,Part-Time,508
USCUST101492,51,Female,Texas,Bachelor’s Degree,62622,14398,1462,2,1.22,Full-Time,367
USCUST101493,68,Female,Florida,Bachelor’s Degree,87460,19790,1853,1,1.12,Retired,450
USCUST101494,38,Male,Ohio,High School,40852,8289,944,2,1.37,Part-Time,300
USCUST101495,27,Female,California,High School,29408,7805,628,3,0.97,Part-Time,379
USCUST101496,30,Male,Texas,Master’s Degree,31794,9113,661,5,0.87,Part-Time,350
USCUST101497,27,Female,Michigan,Bachelor’s Degree,35964,8067,791,2,1.18,Part-Time,352
USCUST101498,53,Male,Ohio,High School,65177,15832,1942,0,1.47,Full-Time,353
USCUST101499,43,Male,Florida,Doctorate,46937,6914,885,3,1.54,Full-Time,300
USCUST101500,41,Male,Pennsylvania,Bachelor’s Degree,47383,15421,1392,1,1.08,Full-Time,422
USCUST101501,39,Male,Georgia,High School,51408,8829,1253,4,1.7,Full-Time,300
USCUST101502,68,Female,Georgia,Doctorate,79708,21420,1781,2,1.0,Retired,450
USCUST101503,39,Male,New York,Associate Degree,45484,11912,1052,4,1.06,Full-Time,337
USCUST101504,56,Male,Florida,Doctorate,62824,15849,472,3,0.36,Full-Time,595
USCUST101505,49,Female,Pennsylvania,High School,53777,13629,1061,1,0.93,Full-Time,473
USCUST101506,38,Female,California,High School,50096,9989,903,2,1.08,Full-Time,394
USCUST101507,22,Male,Michigan,Bachelor’s Degree,30082,7027,891,0,1.52,Part-Time,303
USCUST101508,21,Female,Florida,High School,23131,6903,448,4,0.78,Unemployed,399
USCUST101509,67,Female,New York,High School,89813,28134,1859,1,0.79,Retired,551
USCUST101510,25,Male,North Carolina,Master’s Degree,28781,6589,594,4,1.08,Part-Time,314
USCUST101511,40,Male,California,High School,50134,8621,771,3,1.07,Full-Time,368
USCUST101512,31,Male,California,Master’s Degree,41571,8774,769,0,1.05,Part-Time,456
USCUST101513,62,Female,Ohio,Associate Degree,73500,25183,1781,2,0.85,Full-Time,488
USCUST101514,22,Female,Florida,Master’s Degree,25678,5496,306,3,0.67,Part-Time,465
USCUST101515,23,Female,Ohio,Associate Degree,29442,7217,651,3,1.08,Part-Time,344
USCUST101516,43,Male,California,Bachelor’s Degree,46827,15021,799,1,0.64,Full-Time,555
USCUST101517,32,Male,Florida,Associate Degree,42070,9409,1104,5,1.41,Part-Time,300
USCUST101518,40,Female,Texas,Bachelor’s Degree,48571,11740,1091,2,1.12,Full-Time,384
USCUST101519,25,Male,Ohio,Associate Degree,28555,8273,414,1,0.6,Part-Time,548
USCUST101520,57,Female,Texas,High School,64956,21798,1240,1,0.68,Full-Time,560
USCUST101521,58,Female,Florida,High School,61575,13406,1399,2,1.25,Full-Time,355
USCUST101522,50,Male,Georgia,High School,57319,18319,1121,5,0.73,Full-Time,417
USCUST101523,29,Male,North Carolina,Associate Degree,34034,8029,729,1,1.09,Part-Time,407
USCUST101524,54,Female,Ohio,Bachelor’s Degree,59069,12150,1225,2,1.21,Full-Time,366
USCUST101525,73,Male,Florida,High School,87268,22905,2133,0,1.12,Retired,482
USCUST101526,64,Male,Illinois,Associate Degree,79826,15336,1809,2,1.42,Full-Time,325
USCUST101527,55,Male,Ohio,Master’s Degree,64825,17736,1337,2,0.9,Full-Time,463
USCUST101528,72,Male,North Carolina,Bachelor’s Degree,91171,37150,1906,3,0.62,Retired,546
USCUST101529,42,Male,North Carolina,Master’s Degree,47010,14351,767,1,0.64,Full-Time,554
USCUST101530,64,Male,Michigan,Master’s Degree,83221,20368,2242,1,1.32,Full-Time,386
USCUST101531,44,Female,Georgia,High School,53335,16139,1769,2,1.32,Full-Time,328
USCUST101532,37,Male,Texas,Doctorate,50117,10194,975,0,1.15,Full-Time,435
USCUST101533,30,Female,Ohio,High School,43242,9159,909,1,1.19,Part-Time,385
USCUST101534,50,Female,Georgia,Master’s Degree,57648,14189,1444,5,1.22,Full-Time,300
USCUST101535,66,Female,North Carolina,Bachelor’s Degree,76368,19427,1912,1,1.18,Retired,422
USCUST101536,43,Male,North Carolina,Bachelor’s Degree,50541,9367,1090,4,1.4,Full-Time,300
USCUST101537,52,Female,Illinois,Bachelor’s Degree,65497,15370,1098,2,0.86,Full-Time,478
USCUST101538,37,Male,Pennsylvania,Master’s Degree,49306,11970,1400,3,1.4,Full-Time,300
USCUST101539,70,Female,California,Bachelor’s Degree,79430,25981,1880,0,0.87,Retired,548
USCUST101540,71,Female,Illinois,Associate Degree,87906,16291,1912,2,1.41,Retired,335
USCUST101541,37,Female,Florida,High School,43897,7932,782,3,1.18,Part-Time,328
USCUST101542,34,Male,Michigan,Master’s Degree,42901,11102,904,2,0.98,Part-Time,419
USCUST101543,29,Female,North Carolina,High School,39177,12048,520,4,0.52,Part-Time,493
USCUST101544,60,Female,Georgia,Bachelor’s Degree,70558,19585,1687,1,1.03,Full-Time,460
USCUST101545,22,Male,California,Bachelor’s Degree,22726,6025,566,0,1.13,Unemployed,414
USCUST101546,65,Female,Florida,Associate Degree,82835,19513,1805,0,1.11,Full-Time,479
USCUST101547,45,Female,Ohio,Bachelor’s Degree,50252,14261,845,3,0.71,Full-Time,476
USCUST101548,59,Female,California,Master’s Degree,69955,20381,1589,1,0.94,Full-Time,489
USCUST101549,29,Female,Texas,Master’s Degree,37082,8793,894,2,1.22,Part-Time,341
USCUST101550,74,Female,North Carolina,Associate Degree,91000,18433,1614,1,1.05,Retired,475
USCUST101551,42,Female,California,Master’s Degree,49972,10139,1235,4,1.46,Full-Time,300
USCUST101552,63,Male,California,Doctorate,71971,21154,1656,3,0.94,Full-Time,430
USCUST101553,66,Female,Illinois,Master’s Degree,60060,10377,1182,1,1.37,Retired,349
USCUST101554,24,Male,Michigan,Master’s Degree,30475,10174,564,1,0.67,Part-Time,530
USCUST101555,46,Male,Georgia,Bachelor’s Degree,54036,12276,1085,0,1.06,Full-Time,465
USCUST101556,49,Male,Michigan,High School,66215,17578,1111,0,0.76,Full-Time,568
USCUST101557,65,Male,Ohio,Bachelor’s Degree,80587,22974,1766,0,0.92,Full-Time,533
USCUST101558,54,Female,Florida,Bachelor’s Degree,61877,13354,1433,1,1.29,Full-Time,375
USCUST101559,43,Female,Michigan,Master’s Degree,56187,12754,1444,0,1.36,Full-Time,378
USCUST101560,57,Male,Florida,Bachelor’s Degree,74961,19234,1654,1,1.03,Full-Time,465
USCUST101561,31,Male,New York,Master’s Degree,36521,7571,820,0,1.3,Part-Time,376
